"FiscalYear","County","Department","FundType","RegionCode","RegionName","Program","Budget","ActualSpend","Beneficiaries"
2022,"Siskiyou","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",196.6,171.8,407453
2023,"Siskiyou","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",192.7,164.4,444298
2024,"Siskiyou","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",173.5,156.9,447796
2020,"Sutter","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",87.4,77.9,356135
2021,"Sutter","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",136.7,124,179344
2022,"Sutter","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",101.6,93.8,260131
2023,"Sutter","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",194.5,211.8,261429
2024,"Sutter","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",177.8,198.4,240759
2020,"Tehama","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",158,168,452852
2021,"Tehama","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",168.7,172.3,255902
2022,"Tehama","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",161.3,173.7,73302
2023,"Tehama","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",98.8,102.5,224785
2024,"Tehama","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",184,207.2,220118
2020,"Yolo","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",58.3,58.6,439245
2021,"Yolo","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",134.6,129.5,95201
2022,"Yolo","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",97.8,89.6,348870
2023,"Yolo","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",164.9,183.8,79318
2024,"Yolo","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",143.4,151.7,455307
2020,"Yuba","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",108.8,105.4,96723
2021,"Yuba","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Public Health",179.7,163.5,477338
2022,"Yuba","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",132.5,147.5,236787
2023,"Yuba","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Mental Health",178,191.3,77562
2024,"Yuba","Health","Federal Fund","Region 1","Sacramento Valley & Sierra Foothills","Medicaid",127.4,112.3,78172
2020,"Del Norte","Health","Federal Fund","Region 2","North Coast","Public Health",147.4,133,401305
2021,"Del Norte","Health","Federal Fund","Region 2","North Coast","Medicaid",89.2,83.1,243112
2022,"Del Norte","Health","Federal Fund","Region 2","North Coast","Medicaid",93.3,101.2,123861
2023,"Del Norte","Health","Federal Fund","Region 2","North Coast","Medicaid",196.9,215.8,110821
2024,"Del Norte","Health","Federal Fund","Region 2","North Coast","Public Health",198.9,225.2,362329
2020,"Humboldt","Health","Federal Fund","Region 2","North Coast","Mental Health",93.2,105.8,434075
2021,"Humboldt","Health","Federal Fund","Region 2","North Coast","Medicaid",140.7,124.3,203212
2022,"Humboldt","Health","Federal Fund","Region 2","North Coast","Public Health",104.2,103.7,322158
2023,"Humboldt","Health","Federal Fund","Region 2","North Coast","Mental Health",198.3,177,83232
2024,"Humboldt","Health","Federal Fund","Region 2","North Coast","Medicaid",186.1,178.9,253555
2020,"Lake","Health","Federal Fund","Region 2","North Coast","Public Health",127.8,140.2,326806
2021,"Lake","Health","Federal Fund","Region 2","North Coast","Medicaid",123.8,132.5,255708
2022,"Lake","Health","Federal Fund","Region 2","North Coast","Medicaid",108.4,123.5,369889
2023,"Lake","Health","Federal Fund","Region 2","North Coast","Medicaid",181.8,179.2,310478
2024,"Lake","Health","Federal Fund","Region 2","North Coast","Medicaid",188.4,177,429715
2020,"Mendocino","Health","Federal Fund","Region 2","North Coast","Public Health",90.8,90.9,249070
2021,"Mendocino","Health","Federal Fund","Region 2","North Coast","Medicaid",177.1,159.5,390702
2022,"Mendocino","Health","Federal Fund","Region 2","North Coast","Medicaid",124.2,127.9,173173
2023,"Mendocino","Health","Federal Fund","Region 2","North Coast","Medicaid",144,152.1,124158
2024,"Mendocino","Health","Federal Fund","Region 2","North Coast","Public Health",110.1,122.1,390195
2020,"Napa","Health","Federal Fund","Region 2","North Coast","Mental Health",61.7,69.3,352634
2021,"Napa","Health","Federal Fund","Region 2","North Coast","Mental Health",74.9,66.9,178072
2022,"Napa","Health","Federal Fund","Region 2","North Coast","Public Health",55.7,52.1,278203
2023,"Napa","Health","Federal Fund","Region 2","North Coast","Public Health",107.1,101.6,306302
2024,"Napa","Health","Federal Fund","Region 2","North Coast","Medicaid",157,159.3,362188
2020,"Sonoma","Health","Federal Fund","Region 2","North Coast","Mental Health",88.4,94.4,329218
2021,"Sonoma","Health","Federal Fund","Region 2","North Coast","Mental Health",110.8,105.5,67417
2022,"Sonoma","Health","Federal Fund","Region 2","North Coast","Mental Health",170.7,145.9,318546
2023,"Sonoma","Health","Federal Fund","Region 2","North Coast","Mental Health",169.2,183.7,413488
2024,"Sonoma","Health","Federal Fund","Region 2","North Coast","Mental Health",107.8,120.8,298144
2020,"Trinity","Health","Federal Fund","Region 2","North Coast","Medicaid",162,163.3,206860
2021,"Trinity","Health","Federal Fund","Region 2","North Coast","Public Health",120.1,111.4,168907
2022,"Trinity","Health","Federal Fund","Region 2","North Coast","Medicaid",83.8,91.4,281339
2023,"Trinity","Health","Federal Fund","Region 2","North Coast","Public Health",80.6,72.1,207590
2024,"Trinity","Health","Federal Fund","Region 2","North Coast","Mental Health",57.9,58,67243
2020,"Alameda","Health","Federal Fund","Region 3","Bay Area","Mental Health",137.8,140.6,291121
2021,"Alameda","Health","Federal Fund","Region 3","Bay Area","Public Health",195.1,200.5,312624
2022,"Alameda","Health","Federal Fund","Region 3","Bay Area","Mental Health",58,66.5,370808
2023,"Alameda","Health","Federal Fund","Region 3","Bay Area","Mental Health",157.7,172.6,142678
2024,"Alameda","Health","Federal Fund","Region 3","Bay Area","Medicaid",50.2,46.4,76347
2020,"Contra Costa","Health","Federal Fund","Region 3","Bay Area","Public Health",198.5,182.8,187479
2021,"Contra Costa","Health","Federal Fund","Region 3","Bay Area","Mental Health",195.5,170.1,401589
2022,"Contra Costa","Health","Federal Fund","Region 3","Bay Area","Public Health",154.9,166.2,472465
2023,"Contra Costa","Health","Federal Fund","Region 3","Bay Area","Public Health",166.3,163.7,246428
2024,"Contra Costa","Health","Federal Fund","Region 3","Bay Area","Public Health",117.1,101.1,173848
2020,"Marin","Health","Federal Fund","Region 3","Bay Area","Mental Health",160.6,178.9,126137
2021,"Marin","Health","Federal Fund","Region 3","Bay Area","Public Health",151.7,160.7,242899
2022,"Marin","Health","Federal Fund","Region 3","Bay Area","Mental Health",51.9,50.2,368270
2023,"Marin","Health","Federal Fund","Region 3","Bay Area","Medicaid",130.5,142,383563
2024,"Marin","Health","Federal Fund","Region 3","Bay Area","Medicaid",162.6,173.6,85612
2020,"San Francisco","Health","Federal Fund","Region 3","Bay Area","Mental Health",53.1,53.1,180561
2021,"San Francisco","Health","Federal Fund","Region 3","Bay Area","Public Health",154.8,172.3,450777
2022,"San Francisco","Health","Federal Fund","Region 3","Bay Area","Medicaid",177.8,189.3,393967
2023,"San Francisco","Health","Federal Fund","Region 3","Bay Area","Public Health",120.4,103.9,407900
2024,"San Francisco","Health","Federal Fund","Region 3","Bay Area","Medicaid",89,94.9,95103
2020,"San Mateo","Health","Federal Fund","Region 3","Bay Area","Mental Health",169.3,180.8,145542
2021,"San Mateo","Health","Federal Fund","Region 3","Bay Area","Medicaid",113.8,99.7,398612
2022,"San Mateo","Health","Federal Fund","Region 3","Bay Area","Public Health",180.3,169.6,222743
2023,"San Mateo","Health","Federal Fund","Region 3","Bay Area","Medicaid",144.3,146.8,230770
2024,"San Mateo","Health","Federal Fund","Region 3","Bay Area","Medicaid",117.7,116.9,180559
2020,"Santa Clara","Health","Federal Fund","Region 3","Bay Area","Medicaid",128,137.7,129124
2021,"Santa Clara","Health","Federal Fund","Region 3","Bay Area","Mental Health",196.1,224.8,99373
2022,"Santa Clara","Health","Federal Fund","Region 3","Bay Area","Mental Health",152.5,164.3,420447
2023,"Santa Clara","Health","Federal Fund","Region 3","Bay Area","Public Health",175.8,181.1,261138
2024,"Santa Clara","Health","Federal Fund","Region 3","Bay Area","Medicaid",109.2,105.5,489996
2020,"Solano","Health","Federal Fund","Region 3","Bay Area","Mental Health",183.4,199.4,293634
2021,"Solano","Health","Federal Fund","Region 3","Bay Area","Mental Health",53.8,50.6,97362
2022,"Solano","Health","Federal Fund","Region 3","Bay Area","Public Health",106.5,95.7,224816
2023,"Solano","Health","Federal Fund","Region 3","Bay Area","Mental Health",152.6,141.2,66177
2024,"Solano","Health","Federal Fund","Region 3","Bay Area","Mental Health",117.2,123.1,232071
2020,"Alpine","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",82,71.9,264507
2021,"Alpine","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",76.7,75.6,63679
2022,"Alpine","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",152.1,148.5,487661
2023,"Alpine","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",148.7,144.6,475662
2024,"Alpine","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",113.2,120.1,69721
2020,"Amador","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",140.6,149.5,345777
2021,"Amador","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",110.1,126.3,321377
2022,"Amador","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",130.5,113.5,278414
2023,"Amador","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",177.1,162.4,339642
2024,"Amador","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",87.2,98.1,254709
2020,"Calaveras","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",152.3,133.2,127523
2021,"Calaveras","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",111.2,127.5,292628
2022,"Calaveras","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",131,150.1,128779
2023,"Calaveras","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",196.5,186.5,135568
2024,"Calaveras","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",139.3,154.9,381080
2020,"Madera","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",76.5,81,338421
2021,"Madera","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",182.5,181.1,63841
2022,"Madera","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",101.4,116,475903
2023,"Madera","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",177,191,324970
2024,"Madera","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",62,56.2,95087
2020,"Mariposa","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",59.4,63.9,295284
2021,"Mariposa","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",66.1,66.5,366732
2022,"Mariposa","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",178.1,182.1,419137
2023,"Mariposa","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",108.1,124,254826
2024,"Mariposa","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",181.6,202.6,489917
2020,"Merced","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",102.2,92.3,75903
2021,"Merced","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",106,105.1,441392
2022,"Merced","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",90.3,99.2,267558
2023,"Merced","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",121.3,127.6,135013
2024,"Merced","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",82.9,87.4,214713
2020,"Mono","Health","Federal Fund","Region 4","Central Valley (North)","Public Health",171.2,192.2,157616
2021,"Mono","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",113.3,108.5,177146
2022,"Mono","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",160.9,140,88282
2023,"Mono","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",180.7,188.4,497706
2024,"Mono","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",182.5,157.6,474758
2020,"San Joaquin","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",104,99.9,160744
2021,"San Joaquin","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",136.1,152.6,431912
2022,"San Joaquin","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",65,70.4,481413
2023,"San Joaquin","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",70.2,77.3,134351
2024,"San Joaquin","Health","Federal Fund","Region 4","Central Valley (North)","Medicaid",71.4,67.2,333198
2020,"Stanislaus","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",77.5,80.3,302612
2021,"Stanislaus","Health","Federal Fund","Region 4","Central Valley (North)","Mental Health",53.4,46,126513
